State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,date,Current_order_status,Order_code,Issuing_Jurisdiction,Stay_at_Home_Order_Recommendation,Effective_date,Expiration_date,Effective_NA_Reason,Expiration_NA_Reason,Date_Signed,Express_Preemption,origin_dataset,County,Source_of_Action,URL,Citation,flag
PA,Northumberland County,42,97,4/14/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/1/2020,4/30/2020,NA,NA,4/1/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200401-GOV-Statewide-Stay-at-Home-Order.pdf,"Pa. Exec. Order (Apr. 1, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/15/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/1/2020,4/30/2020,NA,NA,4/1/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200401-GOV-Statewide-Stay-at-Home-Order.pdf,"Pa. Exec. Order (Apr. 1, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/16/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/1/2020,4/30/2020,NA,NA,4/1/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200401-GOV-Statewide-Stay-at-Home-Order.pdf,"Pa. Exec. Order (Apr. 1, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/17/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/1/2020,4/30/2020,NA,NA,4/1/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200401-GOV-Statewide-Stay-at-Home-Order.pdf,"Pa. Exec. Order (Apr. 1, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/18/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/1/2020,4/30/2020,NA,NA,4/1/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200401-GOV-Statewide-Stay-at-Home-Order.pdf,"Pa. Exec. Order (Apr. 1, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/19/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/1/2020,4/30/2020,NA,NA,4/1/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200401-GOV-Statewide-Stay-at-Home-Order.pdf,"Pa. Exec. Order (Apr. 1, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/20/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/21/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/22/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/23/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/24/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/25/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/26/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/27/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/28/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/29/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,4/30/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,5/1/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,5/2/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,5/3/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,5/4/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,5/5/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,5/6/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,4/20/2020,5/8/2020,NA,NA,4/20/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/04/20200420-GOV-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (Apr. 20, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,5/7/2020 0:00,Mandatory - all people,7,PA,Mandatory for all individuals,5/7/2020,6/4/2020,NA,NA,5/7/2020,Local orders moot due to statewide mandate,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200507-TWW-Stay-at-Home-Order-Amendment.pdf,"Pa. Exec. Order (May 7, 2020) (SAH Amendment)",2
PA,Northumberland County,42,97,5/8/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/8/2020,NA,NA,Upon further order,5/7/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200507-TWW-Yellow-Phase-Order.pdf,"Pa. Exec. Order (May 7, 2020) (Yellow Phase Order)",2
PA,Northumberland County,42,97,5/9/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/8/2020,NA,NA,Upon further order,5/7/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200507-TWW-Yellow-Phase-Order.pdf,"Pa. Exec. Order (May 7, 2020) (Yellow Phase Order)",2
PA,Northumberland County,42,97,5/10/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/8/2020,NA,NA,Upon further order,5/7/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200507-TWW-Yellow-Phase-Order.pdf,"Pa. Exec. Order (May 7, 2020) (Yellow Phase Order)",2
PA,Northumberland County,42,97,5/11/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/8/2020,NA,NA,Upon further order,5/7/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200507-TWW-Yellow-Phase-Order.pdf,"Pa. Exec. Order (May 7, 2020) (Yellow Phase Order)",2
PA,Northumberland County,42,97,5/12/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/8/2020,NA,NA,Upon further order,5/7/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200507-TWW-Yellow-Phase-Order.pdf,"Pa. Exec. Order (May 7, 2020) (Yellow Phase Order)",2
PA,Northumberland County,42,97,5/13/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/8/2020,NA,NA,Upon further order,5/7/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200507-TWW-Yellow-Phase-Order.pdf,"Pa. Exec. Order (May 7, 2020) (Yellow Phase Order)",2
PA,Northumberland County,42,97,5/14/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/8/2020,NA,NA,Upon further order,5/7/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200507-TWW-Yellow-Phase-Order.pdf,"Pa. Exec. Order (May 7, 2020) (Yellow Phase Order)",2
PA,Northumberland County,42,97,5/15/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/15/2020,NA,NA,Upon further order,5/14/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200514-TWW-amendment-to-yellow-phase-order.pdf,"Pa. Exec. Order (May 14, 2020) (Yellow Phase Order Amendment)",2
PA,Northumberland County,42,97,5/16/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/15/2020,NA,NA,Upon further order,5/14/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200514-TWW-amendment-to-yellow-phase-order.pdf,"Pa. Exec. Order (May 14, 2020) (Yellow Phase Order Amendment)",2
PA,Northumberland County,42,97,5/17/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/15/2020,NA,NA,Upon further order,5/14/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200514-TWW-amendment-to-yellow-phase-order.pdf,"Pa. Exec. Order (May 14, 2020) (Yellow Phase Order Amendment)",2
PA,Northumberland County,42,97,5/18/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/15/2020,NA,NA,Upon further order,5/14/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200514-TWW-amendment-to-yellow-phase-order.pdf,"Pa. Exec. Order (May 14, 2020) (Yellow Phase Order Amendment)",2
PA,Northumberland County,42,97,5/19/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/15/2020,NA,NA,Upon further order,5/14/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200514-TWW-amendment-to-yellow-phase-order.pdf,"Pa. Exec. Order (May 14, 2020) (Yellow Phase Order Amendment)",2
PA,Northumberland County,42,97,5/20/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/15/2020,NA,NA,Upon further order,5/14/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200514-TWW-amendment-to-yellow-phase-order.pdf,"Pa. Exec. Order (May 14, 2020) (Yellow Phase Order Amendment)",2
PA,Northumberland County,42,97,5/21/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/15/2020,NA,NA,Upon further order,5/14/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200514-TWW-amendment-to-yellow-phase-order.pdf,"Pa. Exec. Order (May 14, 2020) (Yellow Phase Order Amendment)",2
PA,Northumberland County,42,97,5/22/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/22/2020,NA,NA,NA,5/15/2020,Unknown,state.terr,NA,Press Release,https://www.governor.pa.gov/newsroom/gov-wolf-12-more-counties-to-move-to-yellow-phase-on-may-22/,"Pa. Press Release Yellow Phase on May 22 (May 15, 2020)",2
PA,Northumberland County,42,97,5/23/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/22/2020,NA,NA,NA,5/15/2020,Unknown,state.terr,NA,Press Release,https://www.governor.pa.gov/newsroom/gov-wolf-12-more-counties-to-move-to-yellow-phase-on-may-22/,"Pa. Press Release Yellow Phase on May 22 (May 15, 2020)",2
PA,Northumberland County,42,97,5/24/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/22/2020,NA,NA,NA,5/15/2020,Unknown,state.terr,NA,Press Release,https://www.governor.pa.gov/newsroom/gov-wolf-12-more-counties-to-move-to-yellow-phase-on-may-22/,"Pa. Press Release Yellow Phase on May 22 (May 15, 2020)",2
PA,Northumberland County,42,97,5/25/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/22/2020,NA,NA,NA,5/15/2020,Unknown,state.terr,NA,Press Release,https://www.governor.pa.gov/newsroom/gov-wolf-12-more-counties-to-move-to-yellow-phase-on-may-22/,"Pa. Press Release Yellow Phase on May 22 (May 15, 2020)",2
PA,Northumberland County,42,97,5/26/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/22/2020,NA,NA,NA,5/15/2020,Unknown,state.terr,NA,Press Release,https://www.governor.pa.gov/newsroom/gov-wolf-12-more-counties-to-move-to-yellow-phase-on-may-22/,"Pa. Press Release Yellow Phase on May 22 (May 15, 2020)",2
PA,Northumberland County,42,97,5/27/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/22/2020,NA,NA,NA,5/15/2020,Unknown,state.terr,NA,Press Release,https://www.governor.pa.gov/newsroom/gov-wolf-12-more-counties-to-move-to-yellow-phase-on-may-22/,"Pa. Press Release Yellow Phase on May 22 (May 15, 2020)",2
PA,Northumberland County,42,97,5/28/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/22/2020,NA,NA,NA,5/15/2020,Unknown,state.terr,NA,Press Release,https://www.governor.pa.gov/newsroom/gov-wolf-12-more-counties-to-move-to-yellow-phase-on-may-22/,"Pa. Press Release Yellow Phase on May 22 (May 15, 2020)",2
PA,Northumberland County,42,97,5/29/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,5/30/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,5/31/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/1/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/2/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/3/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/4/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/5/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/6/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/7/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/8/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/9/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/10/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/11/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/12/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/13/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/14/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/15/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/16/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/17/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/18/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/19/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/20/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/21/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/22/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/23/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/24/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/25/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/26/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/27/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/28/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/29/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
PA,Northumberland County,42,97,6/30/2020 0:00,No order found,1,PA,No order for individuals to stay home,5/29/2020,NA,NA,NA,5/28/2020,Unknown,state.terr,NA,Official,https://www.governor.pa.gov/wp-content/uploads/2020/05/20200528-TWW-yellow-phase-order-amendment.pdf,"Pa. Exec. Order (Amendment) (May 28, 2020)",2
